Text;Class
External QA tasks include maintaining documentation, managing external review meetings, ensuring verification takes place, preparing for inspections, performing post-unit testing as described by the Software Test Documentation, and reporting QA progress through weekly written updates. Teams must also identify methods and tools for collecting and maintaining metrics. Internal QA tasks require each team member to be responsible for the quality of their own work, maintaining an issue database, and collecting the metrics designated by the project documents. It is the quality assurance leader’s responsibility to ensure that the tasks listed in Section 3.2 are performed and that the prescriptions in the document are followed. This includes scheduling required reviews. For the first three iterations, the QA leader performs all quality control functions. For subsequent iterations, the QC team takes over this role. The project leader is responsible for ensuring that all inspections and unit tests are performed and that schedules are entered into the SPMP. Leaders must ensure that designated metrics are collected, documented, and that assessments for quality improvement are conducted according to Section 5.2.;1
The IEEE documentation standards of July 1, 2004, with approved modifications, are to be used for all project documentation. Java documentation standards are referenced, and templates may be superseded at management’s discretion. Unified Modeling Language standards are also specified. GCI strongly encourages engineers to apply quality principles while working rather than treating them as an afterthought. All project artifacts must be inspected and stored under configuration management so that contents can be accessed by anyone on the team. The development process is reviewed at least once for improvement, and results are forwarded to the software engineering laboratory. Metrics gathered for each process and document include time spent on preparation and review, number of defects per unit, and self-assessment of performance. Reviews ensure engineers remain focused on product quality as development progresses. Reviews may be scheduled or occur without notice. Large projects require a full set of reviews and audits, which include walkthroughs, architecture design inspections, and detailed design reviews. Project personnel may be subject to random audits, where current work is examined with minimal prior notice, and inspected artifacts must remain available at all times.;1
Rather than trying to predict future changes, Level 5 “Optimizing” applies to organizations that institute continuous improvement procedures by seeking and exploiting new and improved methods and tools. Organizations at this level maintain a meta-process for directing improvement based on a systematic evaluation of process performance. This includes investigating new methods and technologies and implementing changes identified through detailed assessments. The CMMI also relates to the PSP and TSP, which define coordinated process models at the team level. These models outline disciplined procedures for software development and emphasize personal and team process improvement. The intention of integrating PSP/TSP with organizational-level CMMI practices is to maintain consistency across different layers of the company’s processes. By aligning corporate practices with individual and team process models, organizations can better manage quality and achieve higher levels of process maturity. This relationship helps ensure that improvements made at the team level contribute directly to the broader organizational goals.;1
The estimated resources required for QA on the Encounter project include one engineer working half-time during the first third of the project, one engineer working full time for the second third, and another full-time engineer for the last third. Additional support may involve another engineer working half-time. Documentation plays a major role in ensuring the quality of the product. The purpose of the documentation section is to identify the documents that will be produced to support quality assurance. Minimum documentation requirements include project-wide documents such as the Software Quality Assurance Plan, the Software Configuration Management Plan, the Software Project Management Plan, and the Software Requirements Specification. The Software Design Document and Software Test Documentation are also included. The User’s Manual is excluded because it is considered a deliverable rather than a project document. The documentation list ensures that adequate records are maintained for both the development process and the resulting product. Templates, standards, and conventions referenced in the document help maintain consistency throughout the project’s lifecycle, ensuring that all produced artifacts meet a consistent level of detail and quality.;1
Because delaying quality is expensive, GCI encourages engineers to apply quality precepts while working. Quality is part of the company’s “internal quality” initiatives and includes unit testing. All artifacts are independently inspected and made available once released by the developer. They are placed under configuration management to ensure that the team can access them at any time. The development process is reviewed at least once, and the written results are forwarded to the engineering laboratory. Conventions should follow the guidelines in “Writing for Computer Science,” and code reviews must comply with the standards found in the Java documentation and related templates. Metrics gathered from projects include time spent by individuals on preparation and review, number of defects per unit, and self-assessment of performance on a scale of one to ten. Although self-assessment scores are collected, they are not used for personnel evaluation but help track process performance. These metrics support understanding of the QA process and help identify areas for improvement. For every process and document, the metrics are specified in the document, and collected data will be used to evaluate adherence to standards and determine whether process improvement is required.;1
Software configuration management contributes to software quality by supporting reliable control of a project’s artifacts. The SCM process ensures that proper source files are included when building the software system and that the correct project documentation is retrieved when required. Baseline safety is the process of accepting new or changed configuration items into a common repository so they can be retrieved later in a project. Overwrite safety ensures that team members can safely work on configuration items simultaneously, with changes applied in a way that they do not overwrite each other’s modifications. For example, an engineer may create a modified version of a configuration item and place it back in the repository, after which another engineer can add further changes without deleting the previous work. Reversion refers to the ability to revert to an earlier version of a configuration item, which is necessary when a new version causes problems or is considered unstable. Disaster recovery is a stronger form of reversion, used in case a disaster wipes out a newer version, and requires teams to retain backup copies so that they can recover older versions of the project.;1
SCM activities include configuration identification, baseline control, change control, and version control. Configuration identification is the process of identifying a project’s artifacts, which are known as configuration items. These items may include source code, project specifications, user documentation, test plans, and supporting tools. Any artifact that undergoes modification during development is a candidate for becoming a configuration item. Once selected, each item is labeled with identifying information that remains with it throughout its lifetime. Baselines play a major role in configuration management. When an artifact, such as a source code file, is first formally reviewed and approved, it forms the basis for future development. All subsequent changes occur under configuration management policies. A baseline may represent a version of a document grouped together for release or review. For example, a milestone may require that a complete set of files be grouped and labeled as belonging to a specific baseline. Updated baselines are created whenever files in the group are added, removed, or modified. This allows teams to always know which version of a configuration item corresponds to a particular release.;1
Configuration items undergo change during development and maintenance due to error correction, new requirements, or enhancements. Change control involves request, evaluation, approval, verification, implementation, and release. A change request begins with identification and documentation, including the name of the requester, the reason for the change, the urgency, and the impact on other configuration items. Once a configuration item is baselined, proposed changes are analyzed for correctness and potential impact. The level of analysis depends on how close the project is to a major milestone. Early in development, requests are reviewed by a small peer group or a project manager, while later in the project, changes receive closer scrutiny by a change control board. Issues considered include the reason for the change, the complexity, the number of lines of code modified, and the amount of testing needed. If a change is approved, it must be verified and released. If deferred, the change may be scheduled for a future release. Change control ensures that modifications are made consistently and safely across all project artifacts, helping maintain quality and traceability.;1
Software configuration management defines baseline safety as the process of accepting new or changed configuration items into a common repository so that they can be retrieved later in a project. Baseline safety ensures that the current version of the developing product is stored correctly and that the latest changes are consistently available. Overwrite safety ensures that team members can safely work on configuration items simultaneously, preventing their changes from overwriting each other. For example, an engineer may modify a configuration item and put it back into the repository, after which another engineer can make additional changes without replacing the previous work. This ensures that changes are merged correctly. Reversion allows the team to return to an earlier version of a configuration item. This is often necessary when a newer version introduces too many problems, making it preferable to revert to the older, stable version. Reversion requires knowing which version of each configuration item makes up a particular version of the project.;1
Disaster recovery is a stronger form of reversion and refers to the process of retaining older versions of an application so they can be used in case a new version is lost or damaged. This ensures that a backup copy is available even if a catastrophic event wipes out newer work. Overwrite safety is another key goal of configuration management and ensures that team members working concurrently do not overwrite each other's changes. For example, Engineer Alan works on a copy of configuration item X from the repository. At the same time, Brenda works on an identical copy. Alan modifies X and places the updated version back in the repository. Later, Brenda also makes changes to X and attempts to replace the version in the repository. Overwrite safety ensures that Brenda's changes do not simply replace Alan’s work but are correctly added to it. This process ensures that the integrity of both sets of modifications is retained. Through these goals—baseline safety, overwrite safety, reversion, and disaster recovery—configuration management provides reliable control over a project’s evolving artifacts.;1
Software configuration management goals address the need to safely store, modify, and retrieve project artifacts. Baseline safety ensures that any new or changed configuration items are correctly stored so that the latest versions can be used when needed. Overwrite safety ensures that when multiple individuals work on the same configuration item, changes are added in a controlled manner without deleting or overriding each other’s work. This avoids situations where a team member’s updates might accidentally overwrite another’s contributions. Reversion is crucial when a team needs to revert to an earlier state of a configuration item. This often occurs when a new version introduces instability or causes too many unexpected problems. With proper tracking, teams can identify exactly which version needs to be restored. Disaster recovery provides an additional layer of security by ensuring that backup copies are maintained so that work is not permanently lost after a major failure. Together, these goals form the foundation for reliable configuration management, helping teams maintain control over project artifacts while collaborating efficiently.;1
SCM activities are implemented to successfully meet configuration management goals, and they primarily include configuration identification, baseline control, change control, and version control. Configuration identification involves selecting the project’s artifacts—called configuration items—that need to be controlled throughout the project. These items may include source code, test plans, documentation, specifications, and related tools. Baseline control ensures that once a configuration item has been formally reviewed and approved, it serves as the basis for further development. Any subsequent changes are controlled so that the integrity of earlier work is preserved. Change control manages modifications that occur during development and maintenance, ensuring that defects discovered by testers or customers are corrected in a controlled and traceable manner. Version control supports storing, labeling, and managing variations of configuration items throughout the project. Each of these activities works together to provide an organized approach to managing evolving project artifacts.;1
Configuration identification is the first step in configuration management, where a project's artifacts are selected for control. These artifacts, known as configuration items, may include source and object code, project specifications, user documentation, test plans, and supporting software such as editors and compilers. Any artifact that undergoes modification or must be retrievable later in the project is a candidate for becoming a configuration item. Individual files and documents are usually treated as configuration items, although some may be grouped when their size or relevance makes separate tracking unnecessary. Once selected, each configuration item is labeled with identifying information that remains part of the item for its entire lifetime. This label typically includes the unique identifier, name, date, author, revision history, and status. Configuration identification ensures that all items related to the project are consistently tracked, making it easier for developers to know which versions of artifacts belong to specific stages in the project’s evolution.;1
When working with baselines, a version of a software release or documentation set is created and labeled so that all related files are grouped together. For example, a new version of software may be packaged for release, with all files formally grouped and labeled as belonging to version 1.0. This ensures that the files that make up that release are consistently identified and stored together. Updated baselines are created whenever files are added, deleted, or modified, and the new baseline is assigned a new version number. Baselines are utilized in a project for reproducibility, traceability, and reporting. Reproducibility allows teams to reproduce a particular software version when necessary, even during maintenance. Traceability ensures that relationships between various artifacts can be recognized, such as linking tests to requirements. Reporting enables the comparison of different baselines to identify potential root causes when problems arise. Differences between the previous and current software versions can help pinpoint the source of an issue. Baselines also ensure that correct files are included when building software releases, supporting consistent and reliable deployment.;1
Configuration identification involves selecting the project artifacts that will be controlled throughout the development process. These artifacts, known as configuration items, may include source code, object code, specifications, user documentation, test plans, and even supporting tools such as editors and compilers. Any product that changes over time is a candidate for becoming a configuration item. In some cases, configuration items may be grouped when their content or purpose is closely related, such as when a single document consists of multiple chapters or subordinate sections. Once identified, each configuration item is labeled with specific information that will follow it throughout its entire lifetime. This identifying information typically includes the item's unique name, date, author, modification history, and status. By clearly identifying and labeling configuration items, teams ensure consistency in tracking changes and managing versions throughout all stages of the project.;1
Once artifacts are selected as configuration items, they must be labeled with identifying information that remains associated with them throughout their lifetime. This process includes assigning each item a unique identifier and documenting its history of revisions, authorship, and development status. Labeling helps ensure that configuration items can be reliably tracked as they evolve. Configuration identification also requires teams to record important information in a standard format so that artifacts can be easily retrieved or reviewed at any time. The identification information typically includes the name, date of creation, version number, developer name, and revision log. These details support the tracking of changes and help maintain the integrity of the project’s documentation and software assets. By strictly maintaining identification practices, configuration management helps prevent confusion over which artifact version is most current and ensures that all team members are working with the correct items during development.;1
Configuration items are selected using criteria that consider how often an artifact changes, how essential it is to the project, and whether it must be retrievable in a specific version. Artifacts that undergo frequent modifications or are essential to software functionality are strong candidates for becoming configuration items. These may include design documents, source code modules, requirement specifications, or even test data. Configuration identification establishes a clear process for determining and documenting these items. Once an artifact becomes a configuration item, it is assigned a unique identifier that will be used throughout the project. The identifier helps track changes, determine relationships between artifacts, and manage dependencies. Identification enables traceability, allowing teams to understand how different artifacts interact and ensuring that updates are consistently applied. Proper identification is critical for ensuring that developers and managers can always determine which versions of artifacts belong to specific baselines or releases. This process supports reliable decision-making and reduces the risk of errors caused by confusion over artifact versions.;1
A version of a software system release or a documentation set may be created and labeled so that all the files that make up the release are grouped and stored together. For example, for a new software version, engineers group and label a collection of files as belonging to version 1.0. This ensures that the files forming the release are consistently identified and remain associated. Baselines evolve throughout the project as changes are made. Updated baselines are created whenever files in the group are added, deleted, or modified. The updated group receives a new version number to represent this change. In milestones, a complete set of files is grouped and labeled to signify progress. Baselines are essential for organizing project artifacts and maintaining consistency. Each baseline represents a controlled version of documents and code, allowing team members to reproduce earlier software versions if necessary. The use of baselines ensures that developers and quality assurance personnel can track changes and determine which versions correspond to specific project states.;1
Baselines are used for reproducibility, traceability, and reporting. Reproducibility refers to the ability to reproduce a specific software version when performing maintenance or debugging. If a problem is detected in a new version, the team can return to an earlier baseline that worked correctly. Traceability ensures that the team can identify relationships between artifacts, such as understanding how requirements relate to tests or how design documents relate to source code modules. Reporting allows comparisons of different baselines, which can help identify the root cause of problems. Differences between a previous and a current version can indicate where changes were introduced and why certain defects may have appeared. Baselines represent a stable collection of configuration items that have been formally reviewed and approved. They provide a reference point from which future modifications are controlled. By maintaining baselines, teams ensure that all required files are included when builds are created and that quality assurance can be conducted consistently during development.;1
A baseline is formed when project artifacts are formally reviewed and approved, establishing a version of the system that will serve as the foundation for further development. Once a baseline is created, any changes must be controlled according to defined configuration management procedures. This ensures that artifacts remain stable and that unauthorized or unverified changes do not compromise the integrity of the project. Updated baselines capture the most recent approved states of documents or code. When new features are added or bugs are fixed, the corresponding configuration items are included in a new baseline, which is assigned an updated version number. Baselines help teams track progress over time and support accurate reporting. For example, comparing baselines can help identify changes responsible for newly introduced problems. The concept of a baseline is fundamental for organizing release cycles, ensuring consistent builds, and maintaining reliable software evolution. Baselines also help ensure that correct versions of specifications, design documents, and source files are used when constructing software releases, avoiding mismatches that could lead to system instability or defects.;1
Configuration items are subjected to change during development and maintenance. These changes occur because of error correction, new requirements, or enhancements. Change control encompasses the request, evaluation, approval, verification, implementation, and release of changes. A change request begins with identification and documentation, which includes the name of the requester, the reason for the change, its urgency, and the impact on other configuration items. Once a configuration item has been baselined, proposed changes must be analyzed for correctness and potential effects. The amount of analysis depends on how close the project is to a milestone. When the project is in an early stage, requests are reviewed by a small group of engineers or a project manager. As the project progresses, requests receive more scrutiny, and major change proposals may be reviewed by a change control board before being accepted.;1
During the evaluation phase of change control, issues considered include whether the change is necessary, the complexity of the proposed modification, the number of configuration items affected, and the estimated amount of testing needed once the change is implemented. If a change is approved, it is then verified and released in accordance with established configuration management standards. Approved changes are implemented carefully so they do not negatively affect existing components. If a change request is rejected or deferred, it may be reconsidered in a future release. Prioritizing changes becomes critical, especially late in a project, when time is limited. The change control mechanism ensures that all modifications to configuration items are explicitly documented and follow a structured decision process. This maintains a traceable history of how software evolves across iterations and releases.;1
Change control ensures that modifications occur in an orderly fashion and that the integrity of baselined configuration items is preserved. Once a change has been approved, it undergoes verification to ensure that the implementation is correct and consistent with project requirements. Verification confirms that the change does not introduce new defects or violate architectural constraints. After verification, the change is formally released, becoming part of the updated version of the configuration item. Release steps may include documentation updates, regression testing, and integration with other modified components. Change control also supports long-term traceability, helping teams determine the origin of defects by examining version histories and change request logs. Engineers can identify which changes correspond to which releases and use this information to evaluate the effects of modifications across the system. This systematic approach enhances project stability, reduces risks from uncontrolled updates, and ensures that development proceeds with full visibility into every alteration made.;1
Version control supports the storage and management of the different versions of configuration items created throughout a project. It ensures that developers always have access to the correct version of each item and that previous versions are preserved for future reference. Version control systems can maintain multiple versions of the same artifact, allowing engineers to track changes over time. This is important because software evolves continuously, and different versions may be needed during development, testing, or maintenance. Version control provides the mechanisms for labeling versions and grouping them according to baselines or releases. It allows teams to maintain consistent and organized control over documents, code, and other items that change during the lifecycle of the project.;1
Version control works by storing configuration items in a repository where they can be retrieved, modified, and updated by team members. When a configuration item is changed, the new version is stored alongside previous versions, and the repository maintains a history of modifications. This enables developers to determine which changes were made, who made them, and when they occurred. Version control provides essential features such as version labeling, merging, branching, and tracking. These help teams work collaboratively on shared items without losing previous work or creating inconsistencies. Version control tools facilitate collaborative development by ensuring that changes are coordinated and that the integrity of the software product is maintained. Through consistent use of version control systems, organizations can reduce errors and improve traceability.;1
Version control emphasizes the importance of labeling versions so that specific configurations of project artifacts can be easily retrieved. Developers may create multiple versions of a file as they add new features or fix defects, and each version must be traceable. The repository keeps a complete record of all modifications, supporting rollback if a particular change causes problems. Version control also supports the storage of multiple parallel versions when engineers work on different features simultaneously. This capability is essential for large projects where multiple teams contribute to the same code base. By providing tools for identifying, grouping, and retrieving versions, version control systems ensure that engineers can manage complex software structures efficiently. They help teams maintain stable releases while also accommodating ongoing development activities that require frequent updates.;1
A repository is a storage area containing the baseline configuration items for a particular project. It holds files such as specifications, plans, design documents, and the source code that makes up the software. In addition to project artifacts, the repository may also hold configuration management software, compilers, editors, test tools, and the process models used to manage the project. The repository contains a set of files whose access is controlled by a system that makes it impossible for any files to be changed without the knowledge of the configuration management team. The repository allows versioning, which means that all previous versions of files are retained and can be retrieved when necessary. By maintaining such a structured storage system, development teams can ensure that all relevant items remain consistent and traceable throughout the life of the project.;1
The repository is central to successful configuration management because it stores every configuration item required for the ongoing development and maintenance of the project. A repository may contain multiple versions of the same item, providing teams with the ability to review past versions or return to earlier project states. Within the repository, each file is labeled with a revision history that indicates changes over time. The repository also ensures that team members cannot make unauthorized modifications to configuration items, protecting the integrity of the software. Engineers working on the same project can retrieve items from the repository, modify them locally, and then return updated versions. The repository system guarantees that files are tracked correctly and that all changes are logged. This improves organization, helps prevent confusion over which items are current, and maintains consistency across distributed teams.;1
Repositories often serve as both storage mechanisms and control centers for software configuration management. By retaining multiple versions of files and providing secure access control, repositories support collaborative development. When several engineers work on the same project, the repository serves as the definitive source from which configuration items are retrieved. These items may include source modules, documentation, test data, and other supporting tools. Once retrieved, engineers may modify the items locally but must return updated versions to the repository so they can be properly logged and stored. The repository maintains the relationships among configuration items, ensuring that baselines are organized and traceable. By preserving earlier versions of files, repositories allow teams to understand how artifacts have evolved and investigate changes that may have introduced defects. This recordkeeping enables accurate reconstruction of earlier project states, supporting debugging, audits, and historical review. The repository thus provides a disciplined, secure, and structured environment essential for managing evolving software.;1
Checkout is the action of retrieving a configuration item from the repository so that it can be read or modified. When an engineer checks out a file, the version retrieved is the baseline version that was most recently approved. After making modifications, the engineer performs a checkin operation so that the updated version of the configuration item is stored back into the repository. The repository records the new version as part of the configuration item’s history. Engineers are expected to describe the modifications they made in the version’s annotation field. These annotations allow development teams to track the evolution of the artifact and understand the purpose behind each change. Checkout and checkin operations ensure that only one engineer writes updates into the repository at a time for a particular version, preventing accidental overwrites or loss of work.;1
To modify a configuration item, an engineer retrieves a copy of the item by performing a checkout. The repository records which engineer has checked out the file and maintains a lock so that only the engineer performing the checkout is permitted to check the modified version back in. This system prevents multiple engineers from attempting to check in updates simultaneously, which could result in overwritten or inconsistent versions. When the engineer completes modifications, the file is checked in, and the updated version becomes part of the repository. The checkin operation requires engineers to specify changes in the annotation field, forming a documented trail of the item’s evolution. Version control systems store multiple versions of each configuration item, and the checkout–checkin cycle provides structure for collaborative development. This cycle ensures that every version is accounted for, traceable, and accessible for later review.;1
Checkout and checkin operations play a crucial role in ensuring orderly updates to configuration items. During checkout, engineers retrieve an approved version of the item, which they may modify locally. When they are satisfied with the changes, they must perform a checkin so the modified version is placed into the repository. Version control systems enforce rules during checkin, including verifying that the correct engineer is performing the update and ensuring that the annotation describing the changes has been recorded. These annotations often help identify when defects were introduced or repaired, making them important documents for quality assurance. The repository manages multiple versions of each configuration item, and by logging each checkout and checkin, teams maintain complete traceability. If a change proves harmful, earlier versions can be recovered. Through controlled checkout and checkin operations, configuration management ensures that complex software projects can evolve in a structured and dependable manner.;1
Branching is a structural mechanism that allows teams to create separate development paths for a configuration item. A branch represents a version of the item that is developed independently of other versions. This is useful when different engineers are working on different features or enhancements at the same time. The baseline version remains intact while the engineer works on the branch. After modifications on the branch are completed, the new version may eventually need to be incorporated into the main development line. This requires merging, which combines the changes made on the branch with the baseline or another version. Branching allows work to proceed in parallel, reducing conflicts and improving productivity. It is fundamental when multiple updates or experiments must exist simultaneously without overwriting each other.;1
Merging is the process of reconciling differences between two or more versions of a configuration item. Once an engineer finishes working on a branch, the changes must be merged with the baseline version or another branch. Merging can be straightforward when the parts of the file changed by different engineers do not overlap. However, if multiple people modify the same section of a file, the merge operation may require human intervention to decide which change is correct. Configuration management tools assist by identifying conflicts and presenting the necessary information to the engineer responsible for resolving them. The merging process ensures that progress made on separate branches is incorporated into the unified development path. By maintaining multiple branches and merging them correctly, version control supports organized parallel development.;1
Branching and merging are essential components of modern software development because they allow multiple engineers to work independently without affecting one another’s progress. A branch begins as a copy of an existing version in the repository. Changes made on this branch do not alter the baseline until the engineer decides to merge. The merge operation creates a consolidated version that contains updates from both development paths. When conflicts arise, the engineer must determine which changes should take priority. This ensures that the merged version maintains consistency and correctness. Teams often create branches for features, bug fixes, experiments, and releases. By separating these activities into different branches, development can proceed more efficiently and safely. Once the goals of a branch are completed, merging places the new work into the official development line. This practice helps maintain a clean, traceable history of changes and supports structured growth of the software.;1
A build is a version of a software application created by compiling and linking specific versions of configuration items. The build must use the correct versions of all components so that the resulting executable product is consistent with the intended baseline. If incorrect versions of files are included, the build may not function properly, or it may exhibit defects that are difficult to trace. For this reason, version control and configuration management are essential for ensuring that builds contain the right files. The build process may be automated using build scripts or tools that retrieve necessary files from the repository. Each build represents a snapshot of the system at a specific point in time and can be used for testing, demonstration, or release activities. Builds allow teams to track the system’s evolution and identify when defects were introduced.;1
Builds are critical in software development because they allow teams to integrate different components into a working system. A build is created by selecting specific versions of configuration items, compiling them, and linking them into an executable program. Build control ensures that every build is reproducible. This means that if a build is created at one point in time, the same build can be regenerated later by using the same versions of all included items. Build reproducibility is important for debugging, auditing, and tracking changes. When a defect is discovered, developers must determine which build introduced the problem. If builds are reproducible, engineers can re-create older versions of the software to isolate and analyze defects. Build management systems help ensure that the correct items are included and that the build process is documented.;1
Every build must use the correct configuration items for it to be valid. Build management ensures that the correct versions of source files, libraries, documentation, and other necessary artifacts are included. If incorrect versions are combined, the resulting application may exhibit unpredictable behavior or fail to operate. Builds often occur at major project milestones, such as after completing a feature set or before testing begins. Automated build systems retrieve the designated versions of configuration items from the repository and construct the software according to predefined rules. These systems record which items were included so that the same build can be recreated later. Build history helps teams trace the source of problems by comparing builds and identifying changes. Builds support continuous integration, allowing developers to integrate their work regularly and detect problems early. This structured approach improves software stability and reduces integration risks.;1
The rest of this chapter focuses on the organizational structures, tools, and risk management that support project management. Some companies organize around their projects. In these companies project managers have great autonomy, with team members reporting directly to them. Other companies organize around functional areas such as development, marketing, finance, and so on, giving project managers responsibility for monitoring and reporting on project progress. Other companies employ an organization that mixes both of these. In general, there are three types of organizational structure: project-oriented, function-oriented, and matrix. The way in which a company is organized has a direct bearing on how projects are executed. In project-oriented organizations, personnel are organized around the projects of the company. When a new project is initiated, a project manager is assigned to head up the project. One of their first tasks is forming the team, which is made up of new hires or people finishing other projects. The project team comprises people from multiple functional areas such as marketing, finance, development, and so on. Team members report to the project manager.;1
The principal reason to organize around projects is to develop loyalty to the project rather than to the functional manager. Since employees are dedicated to a single project, they can focus their time and energy on that project. This increases the predictability of schedules as there is less chance of team members spending unscheduled time on other projects. However, this type of organization has the potential disadvantage of isolating engineers professionally and reducing the amount of reuse and professional stimulation between projects as a result of this isolation. Functional-oriented organizations are very common. A company is organized into groups based on their functions, such as marketing, finance, development, QA, and so on. The scope of their projects is limited to the boundaries of their group responsibilities. Managers may be responsible for multiple projects. However, because managers are responsible for multiple projects, their knowledge of projects is necessarily limited by their available time.;1
Matrix organizations are a cross between project-oriented and function-oriented organizations. They try to gain the advantages of both structures. In a matrix organization, employees belong to a functional group and are loaned to projects based on their expertise. For example, a software engineer’s supervisor—who is responsible for evaluating that person—would be a member of the software engineering functional unit. Within each project on which the person is working, however, he or she would be supervised by a project leader. Engineers are usually involved on a regular basis with one project, sometimes two, but seldom more. An advantage of this approach is that project managers maintain focus and have responsibility for the success of their projects. Functional managers are focused on the content of their functional area and can more easily coordinate the efforts of their group members, some of whom may work on multiple projects. Agile teams consist of technical people. Their principal nontechnical contact is with the customer. Still, functions such as finance become required as well.;1
To be precise, a “team” is a group of people who work closely together on a daily basis. One might imagine that the appropriate size of a team depends strongly on the size of the application, but this is not so. Large teams have the advantage of dividing the work into many parts but the disadvantage of communication overhead. Each team member must communicate with others, and as the number of team members increases, the communication effort rises significantly. Agile teams often try to keep their team sizes small because it allows faster coordination, more direct communication, and better team cohesion. A small team can adapt more quickly to changes requested by the customer or the organization.;1
Teams avoid reinventing procedures that are common to several software development projects. Organizations create procedures or guidelines in advance for teams to apply. Watts Humphrey’s Team Software Process (TSP) does this in a detailed manner. The TSP provides guidance to groups on each of the project development phases after requirements analysis. Humphrey has reported encouraging results in establishing maturity goals and procedures for software teamwork. The objectives of the TSP are shown in Figures 7.17 and 7.18. TSP shares several characteristics with agile teams, such as the autonomy of teams. TSP is heavily metric-oriented, and although agile methods are not, they do take seriously the velocity measure. The TSP’s emphasis on team initiative and bottom-up interaction encourages an increased degree of professionalism among software engineers.;1
